,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumPurchases,WebRatio
455,1,1,0,2,10,0.8
456,7,8,6,9,21,0.2857142857142857
457,2,1,0,3,10,0.7
458,1,1,1,2,8,0.625
459,4,8,3,11,19,0.2631578947368421
460,2,1,0,3,6,0.5
461,1,7,1,8,14,0.3571428571428571
462,4,6,2,7,14,0.3571428571428571
463,7,7,3,4,15,0.5333333333333333
464,1,2,1,2,10,0.7
465,1,2,0,3,9,0.6666666666666666
466,2,6,2,2,13,0.6923076923076923
467,4,4,2,5,12,0.4166666666666667
468,1,5,9,4,16,0.1875
469,1,5,10,13,26,0.1153846153846153
470,2,3,5,7,19,0.3684210526315789
471,2,7,2,10,18,0.3333333333333333
472,1,1,0,3,10,0.7
473,1,4,1,4,13,0.6153846153846154
474,2,2,5,12,23,0.2608695652173913
475,2,6,1,5,14,0.5714285714285714
476,1,3,5,13,24,0.25
477,4,2,6,3,17,0.4705882352941176
478,1,9,4,6,17,0.4117647058823529
479,3,5,3,11,19,0.2631578947368421
480,1,2,0,3,6,0.5
481,1,4,9,4,19,0.3157894736842105
482,3,6,7,11,21,0.1428571428571428
483,1,4,3,13,18,0.1111111111111111
484,2,1,1,2,11,0.7272727272727273
485,1,1,0,3,8,0.625
486,1,4,1,3,12,0.6666666666666666
487,2,4,3,12,23,0.3478260869565217
488,1,1,0,3,8,0.625
489,2,10,4,12,22,0.2727272727272727
490,1,5,10,8,21,0.1428571428571428
491,1,3,7,11,19,0.0526315789473684
492,1,2,1,4,12,0.5833333333333334
493,6,5,2,12,19,0.2631578947368421
494,3,4,2,3,12,0.5833333333333334
495,1,6,4,12,19,0.1578947368421052
496,3,6,2,5,14,0.5
497,1,5,6,7,14,0.0714285714285714
498,4,6,2,5,15,0.5333333333333333
499,1,5,7,9,18,0.1111111111111111
500,4,3,1,3,12,0.6666666666666666
501,1,1,0,3,10,0.7
502,1,4,5,7,14,0.1428571428571428
503,1,6,3,10,16,0.1875
504,2,2,0,3,10,0.7
505,1,2,4,6,15,0.3333333333333333
506,1,5,1,6,12,0.4166666666666667
507,1,2,4,9,19,0.3157894736842105
508,3,2,2,3,11,0.5454545454545454
509,1,1,0,3,11,0.7272727272727273
510,1,4,5,10,17,0.1176470588235294
511,1,4,4,6,13,0.2307692307692307
512,1,4,8,4,20,0.4
513,6,4,1,8,15,0.4
514,4,4,3,8,16,0.3125
515,1,4,7,5,13,0.0769230769230769
516,7,8,2,6,15,0.4666666666666667
517,2,3,2,5,11,0.3636363636363636
518,2,2,0,3,9,0.6666666666666666
519,4,6,1,5,13,0.5384615384615384
520,1,2,1,3,9,0.5555555555555556
521,1,8,3,4,11,0.3636363636363636
522,2,2,1,7,10,0.2
523,3,3,0,3,10,0.7
524,3,3,0,3,11,0.7272727272727273
525,2,4,1,4,12,0.5833333333333334
526,2,4,5,3,14,0.4285714285714285
527,1,7,6,6,15,0.2
528,2,4,6,8,17,0.1764705882352941
529,2,2,0,4,9,0.5555555555555556
530,1,3,6,4,11,0.0909090909090909
531,1,3,0,4,10,0.6
532,4,3,1,2,11,0.7272727272727273
533,2,1,0,3,9,0.6666666666666666
534,2,1,1,3,7,0.4285714285714285
535,2,3,1,2,10,0.7
536,2,6,2,8,16,0.375
537,1,3,2,2,12,0.6666666666666666
538,1,3,8,13,22,0.0454545454545454
539,6,4,1,5,14,0.5714285714285714
540,2,6,2,11,18,0.2777777777777778
541,1,5,6,7,15,0.1333333333333333
542,2,2,0,4,9,0.5555555555555556
543,1,5,10,4,20,0.3
544,1,2,0,4,9,0.5555555555555556
545,0,6,6,7,15,0.1333333333333333
546,2,8,3,13,20,0.2
547,5,6,3,12,19,0.2105263157894736
548,3,3,2,7,12,0.25
549,2,3,2,5,11,0.3636363636363636
550,4,4,2,9,19,0.4210526315789473
551,1,1,0,2,7,0.7142857142857143
552,1,1,0,2,8,0.75
553,1,1,0,2,9,0.7777777777777778
554,5,5,1,5,12,0.5
555,2,1,0,3,10,0.7
556,3,4,1,3,12,0.6666666666666666
557,1,5,1,5,11,0.4545454545454545
558,2,2,0,3,11,0.7272727272727273
559,3,6,4,8,17,0.2941176470588235
560,3,4,1,3,11,0.6363636363636364
561,4,3,0,3,11,0.7272727272727273
562,2,2,0,4,9,0.5555555555555556
563,6,4,2,4,13,0.5384615384615384
564,5,3,1,6,13,0.4615384615384615
565,7,7,1,5,14,0.5714285714285714
566,1,1,0,3,11,0.7272727272727273
567,1,2,1,3,11,0.6363636363636364
568,2,2,0,3,9,0.6666666666666666
569,4,2,1,4,9,0.4444444444444444
570,1,5,11,5,19,0.1578947368421052
571,2,4,4,10,16,0.125
572,3,7,1,7,15,0.4666666666666667
573,1,1,1,3,8,0.5
574,2,2,1,2,10,0.7
575,0,5,11,5,18,0.1111111111111111
576,1,3,7,9,17,0.0588235294117647
577,1,1,0,3,7,0.5714285714285714
578,1,3,4,7,12,0.0833333333333333
579,3,3,1,2,10,0.7
580,1,2,0,3,10,0.7
581,2,1,0,3,11,0.7272727272727273
582,3,2,1,3,10,0.6
583,3,3,0,4,12,0.6666666666666666
584,1,1,0,3,10,0.7
585,3,5,3,12,20,0.25
586,1,3,4,9,14,0.0714285714285714
587,3,5,2,10,17,0.2941176470588235
588,4,3,1,3,11,0.6363636363636364
589,4,5,1,2,13,0.7692307692307693
590,2,1,1,3,9,0.5555555555555556
591,1,1,0,3,10,0.7
592,2,1,0,3,10,0.7
593,1,6,4,7,14,0.2142857142857142
594,2,3,1,6,13,0.4615384615384615
595,1,3,1,7,11,0.2727272727272727
596,1,1,0,3,11,0.7272727272727273
597,2,2,0,3,10,0.7
598,3,6,3,13,21,0.238095238095238
599,5,6,2,5,14,0.5
600,2,1,0,3,11,0.7272727272727273
601,0,0,0,1,2,0.5
602,1,1,0,3,7,0.5714285714285714
603,5,1,2,9,13,0.1538461538461538
604,3,6,1,7,14,0.4285714285714285
605,1,2,1,2,10,0.7
606,1,4,3,6,10,0.1
607,1,1,0,3,10,0.7
608,1,6,8,6,17,0.1764705882352941
609,2,2,0,3,9,0.6666666666666666
610,1,8,4,7,14,0.2142857142857142
611,7,11,11,5,23,0.3043478260869565
612,3,3,0,3,12,0.75
613,3,4,1,4,14,0.6428571428571429
614,2,7,3,13,24,0.3333333333333333
615,1,3,4,6,11,0.0909090909090909
616,5,6,3,12,19,0.2105263157894736
617,1,2,1,3,11,0.6363636363636364
618,1,6,7,7,17,0.1764705882352941
619,1,1,0,2,9,0.7777777777777778
620,1,9,11,11,27,0.1851851851851851
621,1,4,2,7,13,0.3076923076923077
622,5,8,4,9,20,0.35
623,2,6,2,8,12,0.1666666666666666
624,4,4,5,13,20,0.1
625,1,5,9,6,17,0.1176470588235294
626,4,9,4,6,16,0.375
627,2,5,4,4,13,0.3846153846153846
628,1,4,2,6,10,0.2
629,7,3,1,6,13,0.4615384615384615
630,0,9,8,13,24,0.125
631,1,3,1,6,11,0.3636363636363636
632,3,7,6,12,22,0.1818181818181818
633,2,7,1,7,13,0.3846153846153846
634,0,4,6,9,16,0.0625
635,2,1,0,3,12,0.75
636,5,9,6,12,24,0.25
637,1,1,1,4,7,0.2857142857142857
638,2,7,1,5,14,0.5714285714285714
639,0,0,0,0,0,0.0
640,2,3,1,4,11,0.5454545454545454
641,2,3,1,5,12,0.5
642,1,9,3,13,20,0.2
643,4,3,2,3,11,0.5454545454545454
644,4,7,2,9,17,0.3529411764705882
645,1,0,0,3,10,0.7
646,1,6,4,13,21,0.1904761904761904
647,1,2,0,3,11,0.7272727272727273
648,1,1,0,3,9,0.6666666666666666
649,1,1,1,2,11,0.7272727272727273
650,1,1,0,2,9,0.7777777777777778
651,2,2,0,3,9,0.6666666666666666
652,1,1,0,3,11,0.7272727272727273
653,3,3,1,5,9,0.3333333333333333
654,3,7,8,10,23,0.217391304347826
655,5,5,2,9,17,0.3529411764705882
656,4,4,3,6,12,0.25
657,2,6,4,8,16,0.25
658,2,2,4,8,20,0.4
659,1,1,0,2,10,0.8
660,3,10,3,5,13,0.3846153846153846
661,1,2,2,12,15,0.0666666666666666
662,4,4,1,3,13,0.6923076923076923
663,1,3,3,13,18,0.1111111111111111
664,2,8,9,4,19,0.3157894736842105
665,1,11,5,13,25,0.28
666,1,8,1,5,14,0.5714285714285714
667,2,3,1,6,12,0.4166666666666667
668,1,2,8,6,15,0.0666666666666666
669,2,5,2,11,17,0.2352941176470588
670,1,5,6,10,18,0.1111111111111111
671,15,0,28,1,29,0.0
672,1,3,5,12,18,0.0555555555555555
673,1,4,6,4,12,0.1666666666666666
674,6,4,5,7,18,0.3333333333333333
675,1,5,3,4,9,0.2222222222222222
676,3,1,4,4,11,0.2727272727272727
677,1,1,0,3,9,0.6666666666666666
678,3,2,2,2,11,0.6363636363636364
679,1,2,1,4,8,0.375
680,1,1,0,2,8,0.75
681,3,2,0,3,11,0.7272727272727273
682,2,8,4,6,16,0.375
683,1,10,7,10,21,0.1904761904761904
684,3,9,3,5,12,0.3333333333333333
685,2,8,2,8,14,0.2857142857142857
686,3,5,2,11,21,0.3809523809523809
687,1,3,4,7,12,0.0833333333333333
688,3,4,1,4,12,0.5833333333333334
689,2,8,4,8,16,0.25
690,1,1,1,3,6,0.3333333333333333
691,2,9,3,6,17,0.4705882352941176
692,3,2,4,5,16,0.4375
693,1,1,1,2,10,0.7
694,1,1,0,2,10,0.8
695,4,7,5,10,20,0.25
696,2,2,1,3,10,0.6
697,3,5,4,8,16,0.25
698,3,4,1,5,13,0.5384615384615384
699,1,3,2,5,8,0.125
700,1,5,3,8,13,0.1538461538461538
701,2,2,0,3,10,0.7
702,6,11,5,9,20,0.3
703,1,1,0,2,9,0.7777777777777778
704,2,5,4,5,13,0.3076923076923077
705,1,11,1,8,16,0.4375
706,2,1,0,3,10,0.7
707,1,5,6,4,13,0.2307692307692307
708,5,4,1,2,12,0.75
709,1,2,0,3,9,0.6666666666666666
710,1,6,5,12,19,0.1052631578947368
711,1,3,8,11,20,0.05
712,7,6,3,5,15,0.4666666666666667
713,1,11,6,8,18,0.2222222222222222
714,1,0,0,3,8,0.625
715,8,7,2,6,16,0.5
716,7,4,2,10,15,0.2
717,5,6,1,4,13,0.6153846153846154
718,3,4,3,4,12,0.4166666666666667
719,1,4,8,13,23,0.0869565217391304
